,tag,src,tgt,pred
396,1615,<RX_1>COc1nc(OC)nc(C(=O)c2cccc(Br)c2N(C)S(=O)(=O)C(F)F)n1,CI.COc1nc(OC)nc(C(=O)c2cccc(Br)c2NS(=O)(=O)C(F)F)n1,CNS(=O)(=O)C(F)F.COc1nc(Cl)nc(C(=O)c2cccc(Br)c2N(C)S(=O)(=O)C(F)F)n1
397,1617,<RX_5>COc1ccc(CCNC(=O)C(F)(F)F)cc1OC,CCOC(=O)C(F)(F)F.COc1ccc(CCN)cc1OC,COc1ccc(CCN)cc1OC.O=C(OC(=O)C(F)(F)F)C(F)(F)F
398,1619,<RX_3>Nc1ncc(-c2cn[nH]c2)cc1OC1CCCCc2ccc(F)cc21,CC1(C)OB(c2cn[nH]c2)OC1(C)C.Nc1ncc(Br)cc1OC1CCCCc2ccc(F)cc21,Nc1ncc(Br)cc1OC1CCCCc2ccc(F)cc21.OB(O)c1cn[nH]c1
399,1621,<RX_6>Cc1c(-c2ccnn2-c2ccc(C#N)cc2)c(=O)n(CC(=O)O)c(=O)n1-c1cccc(C(F)(F)F)c1,Cc1c(-c2ccnn2-c2ccc(C#N)cc2)c(=O)n(CC(=O)OCc2ccccc2)c(=O)n1-c1cccc(C(F)(F)F)c1,CCOC(=O)Cn1c(=O)c(-c2ccnn2-c2ccc(C#N)cc2)c(C)n(-c2cccc(C(F)(F)F)c2)c1=O
400,1622,<RX_4>CCOC(=O)c1cc(CCC2C(C)CCCC2(C)C)[nH]n1,CCOC(=O)C(=O)CC(=O)CCC1C(C)CCCC1(C)C.NN,CCOC(=O)C(=O)CCC1C(C)CCCC1(C)C.NN
401,1636,<RX_1>CNCCNc1cc(Oc2ccc3c(C(=O)NCCN4CCOCC4)cccc3c2)ncn1,CNCCN.CNc1cc(Oc2ccc3c(C(=O)NCCN4CCOCC4)cccc3c2)ncn1,CNCCN.O=C(NCCN1CCOCC1)c1cccc2cc(Oc3cc(Cl)ncn3)ccc12
402,1638,<RX_3>COc1ccc(C(O)(c2ccc(Cl)cc2)c2ccc3nc(OC(C)(C)C)cc(/C=C/c4ccccc4)c3c2)cc1,COc1ccc(C(O)(c2ccc(Cl)cc2)c2ccc3nc(OC(C)(C)C)cc(Br)c3c2)cc1.OB(O)/C=C/c1ccccc1,C=Cc1ccccc1.COc1ccc(C(O)(c2ccc(Cl)cc2)c2ccc3nc(OC(C)(C)C)cc(Br)c3c2)cc1
403,1641,<RX_3>Nc1ccc(-c2cn(-c3nc(-c4ccc(F)cc4)cc(C(F)(F)F)n3)cn2)cn1,CC1(C)OB(c2ccc(N)nc2)OC1(C)C.Fc1ccc(-c2cc(C(F)(F)F)nc(-n3cnc(I)c3)n2)cc1,Fc1ccc(-c2nc(-n3cnc(Br)c3)nc(C(F)(F)F)n2)cc1.Nc1ccc(B(O)O)cn1
404,1642,<RX_8>CC(=O)Oc1ccc2c(c1)CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC(=O)[C@]21O,CC(=O)Oc1ccc2c(c1)CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)C[C@H](O)[C@]21O,
405,1643,<RX_2>CC(C(=O)NC(C(=O)N1CCC2C1C(OCc1ccc(F)cc1)CN2C(=O)NCc1ccccc1)C(C)(C)C)N(C)C(=O)OCc1ccccc1,CC(C(=O)NC(C(=O)N1CCC2NCC(OCc3ccc(F)cc3)C21)C(C)(C)C)N(C)C(=O)OCc1ccccc1.O=C=NCc1ccccc1,
406,1644,<RX_6>O=C(O)C(F)(F)F,Cc1ccc2c(Nc3cc(C(=O)Nc4cccc(Br)c4)ccc3Sc3ccc(NC(=O)OC(C)(C)C)cc3)ncnc2n1,CCCCCCCCCCCCCCCCCCCCCNC(=O)OC(C)(C)C
407,1647,<RX_2>O=C(O)C(F)(F)F,CC(=O)Cl.Cc1noc(C)c1-c1cc(CN)c2[nH]c(=O)n3c2c1OC[C@@H]3c1ccccn1,
408,1649,<RX_3>O=C(/C=C/c1ccccc1SC1CCCCC1)NC1CCCCC1O,CCOP(=O)(CC(=O)NC1CCCCC1O)OCC.O=Cc1ccccc1SC1CCCCC1,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)NC1CCCCC1O.O=Cc1ccccc1S
409,1654,<RX_2>CCCCCCCCCCCCCCCCCCCCCC(=O)OCCOc1ccccc1,CCCCCCCCCCCCCCCCCCCCCC(=O)O.OCCOc1ccccc1,CCCCCCCCCCCCCCCCCCCCCCCC(=O)Cl.OCCOc1ccccc1
410,1661,<RX_9>CCCCc1nc2nccc(C)c2[nH]1,CCCCc1nc2ncc(Br)c(C)c2[nH]1,CCCCc1nc2nccc(C)c2[nH]1
411,1666,<RX_6>O=C(O)C(F)(F)F,CC(C)(C)OC(=O)N1CCC(=Cc2cccc(Oc3ccc(Br)cn3)c2)CC1,CCCCCCCCCCCCCCCCCCCCCNC(=O)OC(C)(C)C
412,1681,<RX_1>CCN(CC)CCc1nc(-c2ccc(Br)cc2)oc1C,CCNCC.Cc1oc(-c2ccc(Br)cc2)nc1CCOS(C)(=O)=O,CCNCC.Cc1oc(-c2ccc(Br)cc2)nc1CCO
413,1686,<RX_4>COc1ccc(S(=O)(=O)N(Cc2nnn[nH]2)c2ccc(Cl)cc2Cc2c(F)cccc2F)cc1OC,COc1ccc(S(=O)(=O)N(CC#N)c2ccc(Cl)cc2Cc2c(F)cccc2F)cc1OC.C[Si](C)(C)N=[N+]=[N-],COc1ccc(S(=O)(=O)N(CC#N)c2ccc(Cl)cc2Cc2c(F)cccc2F)cc1OC.[N-]=[N+]=[N-]
414,1687,<RX_1>CCCCCn1c(=O)n(-c2ccccc2)c(=O)c2c1ncn2Cc1ccc(OC)cc1,CCCCCI.COc1ccc(Cn2cnc3[nH]c(=O)n(-c4ccccc4)c(=O)c32)cc1,CCCCCn1c(=O)[nH]c(=O)c2c1ncn2Cc1ccc(OC)cc1.OB(O)c1ccccc1
415,1696,<RX_3>COC(=O)c1cc(C)c(-c2ccc(OC)nc2)c(C)c1,COC(=O)c1cc(C)c(B2OC(C)(C)C(C)(C)O2)c(C)c1.COc1ccc(Br)cn1,COC(=O)c1cc(C)c(Br)c(C)c1.COc1ccc(B(O)O)cn1
416,1697,<RX_9>ClC[C@]1(c2ccccc2)C[C@H]1COCc1ccccc1,ClC(Cl)(Cl)Cl.OC[C@]1(c2ccccc2)C[C@H]1COCc1ccccc1,ClC(Cl)(Cl)Cl.OC[C@@H]1C[C@H]1COCc1ccccc1
417,1698,<RX_1>Cc1c(C(=O)c2cnn(C)c2OCc2ccccc2)ccc(S(C)(=O)=O)c1C1=NOCC1,BrCc1ccccc1.Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1,Cc1c(C(=O)c2cnn(C)c2Cl)ccc(S(C)(=O)=O)c1C1=NOCC1.Cn1ncc(C(=O)c2ccccc2)c1O
418,1701,<RX_3>COCCOCN(c1noc(C)c1C)S(=O)(=O)c1sc(C)cc1-c1ccc(C(=O)OC)cc1OCC(C)C,COC(=O)c1ccc(Br)c(OCC(C)C)c1.COCCOCN(c1noc(C)c1C)S(=O)(=O)c1sc(C)cc1B(O)O,COC(=O)c1ccc(B(O)O)c(OCC(C)C)c1.COCCOCN(c1nsc(C)c1C)S(=O)(=O)c1sc(C)cc1Br
419,1709,<RX_1>CNCc1cc(-c2ccc(F)cc2)n(S(=O)(=O)c2ccc(C(F)(F)F)cc2)c1,C[NH3+].O=Cc1cc(-c2ccc(F)cc2)n(S(=O)(=O)c2ccc(C(F)(F)F)cc2)c1,CN.O=Cc1cc(-c2ccc(F)cc2)n(S(=O)(=O)c2ccc(C(F)(F)F)cc2)c1
420,1710,<RX_7>CCCCCCCCCN(C)CCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2[C@@H](F)C[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,CCCCCCCCCN(C)CCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2[C@@H](F)C[C@]3(C)C(=O)CC[C@H]3[C@@H]21,CCCCCCCCCCN(C)CCCCCCC[C@@H]1Cc2cc(OC(=O)c3ccccc3)ccc2[C@@H]2CC[C@H](O)[C@@]1(C)C[C@@H]2F
421,1713,<RX_6>CCOc1cnc(-c2cccc(C(C)c3nn(-c4cnn(CCO)c4)ccc3=O)c2)nc1,CCOc1cnc(-c2cccc(C(C)c3nn(-c4cnn(CCOCc5ccccc5)c4)ccc3=O)c2)nc1.CCOc1cnc(-c2cccc(Cc3nn(-c4cnn(CCO)c4)ccc3=O)c2)nc1,CCOc1cnc(-c2cccc(C(C)c3nn(-c4cnn(CCOC(C)=O)c4)ccc3=O)c2)nc1
422,1714,<RX_3>CC[Si](C#Cc1ccc2nnc(CNc3ccnc4cc(OC)cnc34)n2n1)(CC)CC,C#C[Si](CC)(CC)CC.COc1cnc2c(NCc3nnc4ccc(Cl)nn34)ccnc2c1,C#C[Si](CC)(CC)CC.COc1cnc2cc(OC)cnc2c1
423,1715,<RX_6>O=C(C=Cc1ccn(S(=O)(=O)Cc2ccccc2)c1)NO,O=C(/C=C/c1ccn(S(=O)(=O)Cc2ccccc2)c1)NOC1CCCCO1,O=C(C=Cc1ccn(S(=O)(=O)Cc2ccccc2)c1)NOC1CCCCO1
424,1716,<RX_7>COc1ccc2c(c1)CCNC2,COc1ccc2c(c1)CCN=C2,COc1ccc2c(c1)CC(=O)NC2
425,1724,<RX_1>Cc1cncc(-c2cc3c(cn2)cnn3-c2cc(N3CCC[C@H](NC(=O)OC(C)(C)C)C3)c(=O)n(C)c2)n1,Cc1cncc(-c2cc3[nH]ncc3cn2)n1.Cn1cc(Br)cc(N2CCC[C@H](NC(=O)OC(C)(C)C)C2)c1=O,CC(C)(C)OC(=O)N[C@H]1CCCNC1.Cc1cncc(-c2cc3c(cn2)cnn3-c2cc(Br)c(=O)n(C)c2)n1
426,1736,<RX_7>OCC[C@@H](O)C(F)(F)F,CCOC(=O)C[C@@H](O)C(F)(F)F,O=C(O)CC(O)C(F)(F)F
427,1739,<RX_3>C=Cc1scc(C2CCCCC2)c1C,Cc1c(C2CCCCC2)csc1C=O.[Li]CCCC,CC(C)(C)[O-].Cc1c(C2CCCCC2)csc1Br
428,1742,<RX_6>CCCCCCNC(=O)n1cc(CO)c(=O)n(C)c1=O,CCCCCCNC(=O)n1cc(CO[Si](C)(C)C(C)(C)C)c(=O)n(C)c1=O,CCCCCCNC(=O)n1cc(COCc2ccccc2)c(=O)n(C)c1=O
429,1743,<RX_1>CCCc1nc(CC)c(-c2ccc(OCC(C)(C)C)cc2)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1,CC(C)(C)CI.CCCc1nc(CC)c(-c2ccc(O)cc2)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1,CCCc1nc(CC)c(-c2ccc(OCC(C)(C)C)cc2)c(=O)[nH]1.N#Cc1ccccc1-c1ccc(CBr)cc1
430,1752,<RX_3>CCC[C@H]1CC[C@H](C=Cc2ccc(C#N)cc2)CC1,CCC[C@H]1CC[C@H](C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)CC1.N#Cc1ccc(C=O)cc1,
431,1755,<RX_2>COC(=O)CC(=O)O[C@@]1(C#Cc2cccc(C)c2)CCC[C@@H]2[C@H]1CCN2C(=O)OC,COC(=O)CC(=O)O.COC(=O)N1CC[C@H]2[C@@H]1CCC[C@]2(O)C#Cc1cccc(C)c1,COC(=O)CC(=O)Cl.COC(=O)N1CC[C@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1
432,1767,<RX_7>CN(CCCN(C)C(=O)Cc1ccc(N)cc1)C(=O)CO[C@H]1Cc2ccccc2C12CCN(CC[C@@]1(c3ccc(F)cc3)CN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CO1)CC2,CN(CCCN(C)C(=O)Cc1ccc([N+](=O)[O-])cc1)C(=O)CO[C@H]1Cc2ccccc2C12CCN(CC[C@@]1(c3ccc(F)cc3)CN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CO1)CC2,
433,1770,<RX_1>CNc1ccc(-n2nc(I)c3c(NC(=O)OC(C)(C)C)ncnc32)cc1,C=O.CC(C)(C)OC(=O)Nc1ncnc2c1c(I)nn2-c1ccc(N)cc1,CC(C)(C)OC(=O)Nc1ncnc2[nH]nc(I)c12.CNc1ccc(B(O)O)cc1
434,1772,<RX_1>Clc1ccc(CCN2CC[C@@H](N3c4ccccc4COc4ccccc43)C2)cc1,CS(=O)(=O)O[C@H]1CCN(CCc2ccc(Cl)cc2)C1.c1ccc2c(c1)COc1ccccc1N2,Clc1ccc(CCBr)cc1.c1ccc2c(c1)COc1ccccc1N2[C@@H]1CCNC1
435,1773,<RX_9>Nc1nc(F)c(OC(F)F)c(Cl)n1,Fc1nc(F)c(OC(F)F)c(Cl)n1.N,N.O=C(Cl)c1nc(Cl)nc(F)c1OC(F)F
436,1775,<RX_3>CC(C)Oc1c(C=O)cccc1-c1ccccc1,CC(C)Oc1ccccc1-c1ccccc1.CN(C)C=O,CC(C)Oc1c(Br)cccc1C=O.OB(O)c1ccccc1
437,1779,<RX_3>C#CC1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1ccccc1C3=O,C#C.O=C1CCc2c(O)c3c(c(O)c2C1)C(=O)c1ccccc1C3=O,C#C[Mg+].O=C1CCc2c(O)c3c(c(O)c21)C(=O)c1ccccc1C3=O
438,1780,<RX_1>COC(=O)[C@H](C)Nc1ccc(F)c(F)c1F,COC(=O)[C@@H](C)OS(C)(=O)=O.Nc1ccc(F)c(F)c1F,COC(=O)[C@H](C)N.Fc1ccc(I)c(F)c1F
439,1782,<RX_6>CC(C)(C)CS(=O)(=O)c1ccc(CNc2c(Cl)ccc3c2CCNCC3)cn1,CC(C)(C)CS(=O)(=O)c1ccc(CNc2c(Cl)ccc3c2CCN(C(=O)C(F)(F)F)CC3)cn1,CC(C)(C)CS(=O)(=O)c1ccc(CNc2c(Cl)ccc3c2CCN(C(=O)OC(C)(C)C)CC3)cn1
440,1783,<RX_9>CCCCCCCCC(C)C(N)=O,CCCCCCCCC(C)C(=O)Cl.[NH4+],CCCCCCCCCC(C)C(=O)O.CN(C)C=O
441,1793,<RX_2>O=C(NCc1ccc(F)cc1)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(O)COc1ccc(F)cc1,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(O)COc1ccc(F)cc1.NCc1ccc(F)cc1,O=C(O)[C@@H]1CCCN1C(=O)NCc1ccc(F)cc1.OC(COc1ccc(F)cc1)[C@@H]1CCCN1
442,1794,<RX_2>CCOc1ccccc1OCCN(C(=O)OC(C)(C)C)C(C)Cc1cc2c(c(C(N)=O)c1)N(C(C)=O)CC2,CC(=O)OC(C)=O.CCOc1ccccc1OCCN(C(=O)OC(C)(C)C)C(C)Cc1cc2c(c(C(N)=O)c1)NCC2,CC(=O)OC(C)=O.CCOc1ccccc1OCCNC(C)Cc1cc2c(c(C(N)=O)c1)N(C(C)=O)CC2
443,1797,<RX_1>O=Cc1cc(Cl)ccc1OC1CCOCC1,CS(=O)(=O)OC1CCOCC1.O=Cc1cc(Cl)ccc1O,O=Cc1cc(Cl)ccc1O.OC1CCOCC1
444,1801,<RX_2>Cn1cccc1C(=O)NNC(=O)c1ccccc1Nc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Cn1cccc1C(=O)NN.O=C(O)c1ccccc1Nc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,Cn1cccc1C(=O)NN.O=C(O)c1ccccc1Nc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
445,1805,<RX_1>O=C1CCC(N2Cc3c(OCc4cc(CN5CCOCC5)no4)cccc3C2=O)C(=O)N1,C1COCCN1.CS(=O)(=O)OCc1cc(COc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)on1,C1COCCN1.O=C1CCC(N2Cc3c(OCc4cc(CCl)no4)cccc3C2=O)C(=O)N1
446,1808,<RX_3>O=C(c1ccccn1)c1ccc(Br)cc1F,Fc1cc(Br)ccc1[Zn]I.O=C(Cl)c1ccccn1,Fc1cc(Br)ccc1Br.O=C(Cl)c1ccccn1
447,1809,<RX_1>[O-][n+]1nc(CCCN2CCOCC2)nc2cc3c(cc21)CCO3,C1COCCN1.O=CCCc1nc2cc3c(cc2[n+]([O-])n1)CCO3,
448,1813,<RX_6>CC(=O)NC[C@H]1CN(c2ccc(OCC3(OC(=O)CCC(=O)O)CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)c(F)c2)C(=O)O1,CC(=O)NC[C@H]1CN(c2ccc(OCC3(OC(=O)CCC(=O)OCc4ccccc4)CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)c(F)c2)C(=O)O1,COC(=O)CCC(=O)OC1(COc2ccc(N3C[C@H](CNC(C)=O)OC3=O)cc2F)CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1
449,1815,<RX_3>Cc1nc(N2N=C(c3ccc4c(c3)CNC4=O)C[C@@H]2C2CCCC2)ccc1C#N,CC1(C)OB(c2ccc3c(c2)CNC3=O)OC1(C)C.Cc1nc(N2N=C(Cl)C[C@@H]2C2CCCC2)ccc1C#N,Cc1nc(N2N=C(Cl)C[C@@H]2C2CCCC2)ccc1C#N.O=C1NCc2cc(B(O)O)ccc21
450,1817,<RX_8>[O-][n+]1nc(CCCN2CCCC2)[n+]([O-])c2cc3c(cc21)CCC3,OO.[O-][n+]1nc(CCCN2CCCC2)nc2cc3c(cc21)CCC3,
451,1821,<RX_3>C=C(C)c1nc2ccnc(OCCCC)c2c2cc(F)ccc12,CC(=O)[O-].CCCCOc1nccc2nc(OS(=O)(=O)C(F)(F)F)c3ccc(F)cc3c12,
452,1823,<RX_1>COC1CC2CC(N=[N+]=[N-])CC2C1,COC1CC2CC(OS(C)(=O)=O)CC2C1.[N-]=[N+]=[N-],CI.[N-]=[N+]=NC1CC2CC(O)CC2C1
453,1824,<RX_1>CN(C)CCn1ccc2c3nc(Cl)nc(N4CCOCC4)c3ccc21,CN(C)CCCl.Clc1nc(N2CCOCC2)c2ccc3[nH]ccc3c2n1,C1COCCN1.CN(C)CCn1ccc2c3nc(Cl)nc(Cl)c3ccc21
454,1835,<RX_3>CCO/C=C/c1c(-c2ccc(C#N)cc2)nc2cccc(C(=O)OC)n12,CCCC[Sn](/C=C\OCC)(CCCC)CCCC.COC(=O)c1cccc2nc(-c3ccc(C#N)cc3)c(Br)n12,CCOC=Cc1c(-c2ccc(C#N)cc2)nc2cccc(C(=O)OC)n12.CCOCP(=O)(OC)OCC
455,1838,<RX_1>NC(=O)CN1CCC(C2COC2)c2ccccc21,NC(=O)CI.c1ccc2c(c1)NCCC2C1COC1,NC(=O)CBr.c1ccc2c(c1)NCCC2C1COC1
456,1839,<RX_9>CC(C)(C)OC(=O)NCCc1cc2c(Cl)ncnc2s1,CC(C)(C)OC(=O)NCCc1cc2c(O)ncnc2s1.ClC(Cl)(Cl)Cl,CC(C)(C)OC(=O)NCCc1cc2c(Cl)ncnc2s1
457,1843,<RX_2>CCOc1cc(Cl)c(S(C)(=O)=O)cc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCC(N(C)CCCN(C)C)C1,CCOc1cc(Cl)c(S(C)(=O)=O)cc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)Cl.CN(C)CCCN(C)C1CCNC1,CCOc1cc(Cl)c(S(C)(=O)=O)cc1C1=NC(C)(c2ccc(Cl)cc2)C(C)(c2ccc(Cl)cc2)N1C(=O)Cl.CN(C)CCCNC1CCNC1
458,1846,<RX_2>CC(C)N1Cc2cc([N+](=O)[O-])nn2CC1=O,CCOC(=O)Cn1nc([N+](=O)[O-])cc1CNC(C)C,CC(C)NCc1cc([N+](=O)[O-])nn1CC(=O)O
459,1847,<RX_2>CCNC(=O)CN(CCc1ccc(OCc2cccc(F)c2)c(OC)c1)CC1CC1,CCN.COC(=O)CN(CCc1ccc(OCc2cccc(F)c2)c(OC)c1)CC1CC1,CCN.COc1cc(CCN(CC(=O)O)CC2CC2)ccc1OCc1cccc(F)c1
460,1849,<RX_7>CC(C)(F)C[C@@H](CO)NC(=O)OCc1ccccc1,CCOC(=O)[C@H](CC(C)(C)F)NC(=O)OCc1ccccc1,CC(C)(F)C[C@H](NC(=O)OCc1ccccc1)C(=O)O
461,1854,<RX_3>COCc1ccc2cc(CNC(=O)c3ccc(COC)nc3N)oc2c1,COCc1ccc(C(=O)NCc2cc3ccc(OS(=O)(=O)C(F)(F)F)cc3o2)c(N)n1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,COCc1ccc(C(=O)NCc2cc3ccoc3o2)c(N)n1.COCc1ccc2cc(Br)oc2c1
462,1856,<RX_2>NC(=O)Nc1cc(-c2cccc(Cl)c2)sc1C(N)=O,C[Si](C)(C)N=C=O.NC(=O)c1sc(-c2cccc(Cl)c2)cc1N,NC(=O)Nc1cc(-c2cccc(Cl)c2)sc1C(N)=O
463,1857,<RX_6>O=C(c1cc(-n2cnnn2)ccc1O)N1CCC(CCO)(c2ccccc2)C1,COc1ccc(-n2cnnn2)cc1C(=O)N1CCC(CCO)(c2ccccc2)C1,O=C(c1cc(-n2cnnn2)ccc1OCc1ccccc1)N1CCC(CCO)(c2ccccc2)C1
464,1871,<RX_1>O=C1C[C@@H](C(F)(F)F)c2c(ncnc2N2CCC(c3nc(CC(F)(F)F)cn3CCN3CCC3)CC2)N1,C1CNC1.CS(=O)(=O)OCCn1cc(CC(F)(F)F)nc1C1CCN(c2ncnc3c2[C@H](C(F)(F)F)CC(=O)N3)CC1,C1CCNC1.O=C1C[C@@H](C(F)(F)F)c2c(ncnc2N2CCC(c3nc(CC(F)(F)F)cn3CCO)CC2)N1
465,1880,<RX_4>CCCOC(=O)Cc1c2n(c3ccccc13)CC(n1cc(Cc3ccccc3)nn1)CC2,C#CCc1ccccc1.CCCOC(=O)Cc1c2n(c3ccccc13)CC(N=[N+]=[N-])CC2,C#CCc1ccccc1.CCCOC(=O)CC#CC1CCC(N=[N+]=[N-])C1
466,1881,<RX_2>COC(=O)[C@H](C(C)C)N1Cc2cc(-c3ccc(NC(=S)Nc4ccccc4C(F)(F)F)cc3)ccc2C1=O,COC(=O)[C@H](C(C)C)N1Cc2cc(-c3ccc(NC(=S)Nc4ccccc4F)cc3)ccc2C1=O.FC(F)(F)c1ccccc1N=C=S,COC(=O)[C@H](C(C)C)N1Cc2cc(-c3ccc(N)cc3)ccc2C1=O.FC(F)(F)c1ccccc1N=C=S
467,1882,<RX_2>O=C(NCCCCCCCCc1ccccc1)c1cc(-c2cccc(Cl)c2)c(OCCO)c(-c2cccc(Cl)c2)c1,CCOC(=O)c1cc(-c2cccc(Cl)c2)c(OCCO)c(-c2cccc(Cl)c2)c1.NCCCCCCCCc1ccccc1,NCCCCCCCCCc1ccccc1.O=C(O)c1cc(-c2cccc(Cl)c2)c(OCCO)c(-c2cccc(Cl)c2)c1
468,1888,<RX_3>COc1ccc(F)c(C(=O)c2cc(Cl)ccc2-n2cccc2C=O)c1OC,CC(=O)[O-].COc1ccc(F)c(C(=O)c2cc(Cl)ccc2-n2cccc2)c1OC,COc1ccc(F)c(C(=O)N(C)OC)c1OC.O=Cc1cccn1-c1ccc(Cl)cc1Br
469,1889,<RX_1>C=CCOc1cccc(Oc2ccc(CN(Cc3ccc(C#N)cc3)c3cccc([N+](=O)[O-])c3C)cc2)c1,C=CCOc1cccc(Oc2ccc(CNc3cccc([N+](=O)[O-])c3C)cc2)c1.N#Cc1ccc(CBr)cc1,C=CCOc1cccc(Oc2ccc(CNCc3ccc(C#N)cc3)cc2)c1.Cc1c(F)cccc1[N+](=O)[O-]
470,1894,<RX_6>CC[C@H](C)[C@H](N)CN(C(=O)[C@@H]1C[C@H]1c1ccccn1)c1ccc(-c2ccc(COC)cc2)cc1,CC[C@H](C)[C@@H](CN(C(=O)C1CC1c1ccccn1)c1ccc(-c2ccc(COC)cc2)cc1)NC(=O)OC(C)(C)C,CC[C@H](C)[C@H](CN(C(=O)[C@@H]1C[C@H]1c1ccccn1)c1ccc(-c2ccc(COC)cc2)cc1)NC(=O)OC(C)(C)C
471,1895,<RX_1>CO[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CC[N@@+](C)(CCc1ccccc1)[C@@H]2C5,CI.CO[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CCc1ccccc1)[C@@H]2C5,
472,1896,<RX_3>C[C@H]1COCCN1c1nc(-c2ccc(NC(N)=O)cc2)nc2c1CN(C)C2,CC1(C)OB(c2ccc(NC(N)=O)cc2)OC1(C)C.C[C@H]1COCCN1c1nc(Cl)nc2c1CN(C)C2,C[C@H]1COCCN1c1nc(Cl)nc2c1CN(C)C2.NC(=O)Nc1ccc(B(O)O)cc1
473,1899,<RX_3>CCOC(=O)c1cc2cc(-c3ccc(C#N)cc3)ccc2[nH]1,CCOC(=O)c1cc2cc(B3OC(C)(C)C(C)(C)O3)ccc2[nH]1.N#Cc1ccc(I)cc1,CCOC(=O)c1cc2cc(Br)ccc2[nH]1.N#Cc1ccc(B(O)O)cc1
474,1900,<RX_6>Oc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CC(=O)Oc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,COc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
475,1904,<RX_1>CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1cc2ccc(C(=O)OC)cc2s1,CC(C)(C)C(=O)CBr.CCC(CC)(c1ccc(O)c(C)c1)c1cc2ccc(C(=O)OC)cc2s1,CCC(CC)(c1ccc(O)c(C)c1)c1cc2ccc(C(=O)OC)cc2s1.Cc1cc(C(=O)CBr)ccc1OCC(=O)C(C)(C)C
476,1906,<RX_3>COc1ccc(C2=CCC3(CC2)OCCO3)cc1,COc1ccc(B(O)O)cc1.O=S(=O)(OC1=CCC2(CC1)OCCO2)C(F)(F)F,COc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
477,1912,<RX_3>CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CCC[C@H]1C=O.CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CP(=O)(OCC)OCC,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c(C#N)cnc2cc1OCC.CC(C)(C)OC(=O)N1CCC[C@H]1C=O
478,1913,<RX_1>COC(=O)c1cc(Oc2ccc(C(=O)N(C)C)cc2)c2c(c1)OC(C)(C)C2,CN(C)C(=O)c1ccc(Br)cc1.COC(=O)c1cc(O)c2c(c1)OC(C)(C)C2,CN(C)C(=O)c1ccc(O)cc1.COC(=O)c1cc(F)c2c(c1)OC(C)(C)C2
